"view_count","reply_count","retweet_count","favorite_count","quote_count","created_at"
"29599095","17122","23314","244442","2272","2023-03-18T23:31:48.000Z"
"63763281","23012","84388","600590","5175","2023-03-18T21:56:33.000Z"
"32650396","18014","16445","140073","4425","2023-03-18T21:04:43.000Z"
"31676478","6478","33827","110649","1192","2023-03-18T11:25:45.000Z"
"5402651","1109","2438","22627","195","2023-03-18T10:35:44.000Z"
"32020641","13129","22299","182051","3062","2023-03-18T10:34:40.000Z"
"26611035","6425","10806","133112","1210","2023-03-18T06:36:52.000Z"
"18557003","4773","8395","74679","1063","2023-03-18T02:36:46.000Z"
"23222550","3982","4795","55758","370","2023-03-18T01:35:38.000Z"
"28714328","15338","24444","169571","3338","2023-03-18T01:14:41.000Z"
"14937597","3059","5782","77949","375","2023-03-18T00:46:33.000Z"
"35172086","7987","25451","316349","1781","2023-03-18T00:38:32.000Z"
"45472557","8971","9425","270943","1483","2023-03-18T00:37:19.000Z"
"33115096","6670","45268","349802","1746","2023-03-17T22:05:29.000Z"
"4715035","2042","2645","39367","138","2023-03-17T22:00:05.000Z"
"22738415","8800","14184","100602","1536","2023-03-17T21:58:02.000Z"
"10120358","4855","7868","93751","1262","2023-03-17T21:16:06.000Z"
"29659994","6227","17536","151320","3277","2023-03-17T21:01:39.000Z"
"29149955","10448","12880","193678","1105","2023-03-16T22:51:22.000Z"
"19618270","9645","12293","124422","1729","2023-03-16T19:55:48.000Z"
,"11525","12709","171461","2658","2022-11-24T07:34:46.000Z"
,"2418","3069","31903","249","2022-11-22T18:00:02.000Z"
"18870408","7843","19206","163559","1178","2023-03-16T19:52:33.000Z"
,"3364","3423","42630","288","2022-11-21T23:02:29.000Z"
"5075476","2683","5752","54656","427","2022-11-20T02:04:35.000Z"
"36880887","24093","61664","379112","5159","2023-03-16T19:46:44.000Z"
"3489604","3257","4061","42622","396","2022-11-16T19:26:03.000Z"
,"4102","9527","110880","1415","2022-11-16T03:44:50.000Z"
"18768371","9404","12004","117977","1331","2023-03-16T19:41:37.000Z"
,"458","857","7104","75","2022-11-14T23:45:36.000Z"
,"2652","3246","33540","274","2022-11-11T22:59:50.000Z"
,"1787","2929","27112","217","2022-11-11T20:40:59.000Z"
"5184038","2786","1345","25781","200","2023-03-16T17:50:09.000Z"
,"1622","3278","28129","680","2022-11-11T18:10:17.000Z"
"35002458","17043","19372","165588","3866","2023-03-16T17:10:48.000Z"
"31378606","15598","9646","145028","2518","2023-03-16T16:44:11.000Z"
"552110","630","1275","11228","145","2022-11-08T16:27:19.000Z"
"27427510","16198","8011","112752","1664","2023-03-16T07:12:32.000Z"
"14594676","3373","2517","35044","286","2023-03-16T06:28:48.000Z"
"20271667","8164","11955","72096","1245","2023-03-16T00:29:27.000Z"
"22878536","5583","8459","73638","590","2023-03-15T19:29:12.000Z"
"34624127","14207","36560","431828","3008","2023-03-15T06:09:22.000Z"
"22743357","6879","19462","150888","1402","2023-03-15T05:24:26.000Z"
"18673751","7010","9845","101486","1050","2023-03-15T03:46:49.000Z"
"5400712","1017","3807","32598","150","2023-03-15T02:13:59.000Z"
"4687512","753","2131","19576","109","2023-03-15T00:43:49.000Z"
"36752370","13751","35341","171674","2313","2023-03-14T17:48:26.000Z"
,"315","762","6530","70","2022-11-07T16:24:25.000Z"
"3430382","3117","5192","51774","544","2022-11-07T16:24:23.000Z"
,"1270","1886","22257","124","2022-11-07T12:54:56.000Z"
,"1911","2431","27291","137","2022-11-05T21:40:12.000Z"
,"692","640","5946","123","2022-11-02T01:39:37.000Z"
"29804294","15239","14857","117678","1662","2023-03-14T17:09:31.000Z"
"58350596","8061","10377","80610","839","2023-03-14T05:17:16.000Z"
"10256496","1513","2070","19412","143","2023-03-13T17:54:20.000Z"
"26915431","7884","8308","106501","477","2023-03-12T03:02:47.000Z"
"6061066","1117","3040","19075","144","2023-03-12T00:58:05.000Z"
"24734362","8946","8734","91520","1172","2023-03-12T01:08:56.000Z"
"18840259","9774","7527","74908","1065","2023-03-11T11:46:47.000Z"
"6131340","1258","3122","25295","187","2023-03-11T07:49:09.000Z"
"4956032","877","2406","21112","120","2023-03-11T05:41:53.000Z"
"28699687","9651","15243","248075","1318","2023-03-11T05:07:57.000Z"
"52969971","28066","52322","439221","5377","2023-03-11T00:02:06.000Z"
"69983373","27374","90132","377520","4752","2023-03-10T23:31:04.000Z"
"50997554","22048","87096","326559","5589","2023-03-10T23:18:05.000Z"
"28113844","11215","6771","77255","1500","2023-03-10T00:16:05.000Z"
"18039448","6363","7723","116122","646","2023-03-09T22:52:24.000Z"
"6115023","975","3476","32724","150","2023-03-09T21:21:36.000Z"
"34700682","9940","32319","141623","1252","2023-03-09T17:04:16.000Z"
"19864697","5138","4529","92971","391","2023-03-09T09:50:55.000Z"
"42045635","16437","28023","368589","3257","2023-03-08T22:37:43.000Z"
"50578621","22624","26307","360527","3688","2023-03-08T21:56:55.000Z"
"7168357","4555","6026","44641","607","2023-03-08T00:16:28.000Z"
"5582306","1302","2143","18560","149","2023-03-07T20:04:16.000Z"
"4189326","2628","9182","132451","548","2022-10-31T20:45:08.000Z"
,"3900","4809","79066","393","2022-10-30T12:18:04.000Z"
